timestamp_utc,scenario,request_id,request_region,routing_input_region,selected_zone_region,route_relation,cross_region_reroute,latency_ms,http_code,selected_zone,selected_carbon_intensity_g_per_kwh,carbon_saved_vs_worst_g_per_kwh,carbon_saved_vs_worst_percent,decision_reason
2026-02-25T04:51:07Z,baseline_no_carbon_balanced,req-000001,us-east,us-east,us-east,local,false,22.045,200,us-east,120.000,660.000,84.62,fallback-lowest-latency
2026-02-25T04:51:07Z,baseline_no_carbon_balanced,req-000002,us-east,us-east,us-east,local,false,28.613,200,us-east,115.349,634.422,84.62,fallback-lowest-latency
2026-02-25T04:51:07Z,baseline_no_carbon_balanced,req-000003,us-east,us-east,us-east,local,false,30.415,200,us-east,115.349,634.422,84.62,fallback-lowest-latency
2026-02-25T04:51:07Z,baseline_no_carbon_balanced,req-000004,us-east,us-east,us-east,local,false,22.921,200,us-east,115.349,634.422,84.62,fallback-lowest-latency
2026-02-25T04:51:07Z,baseline_no_carbon_balanced,req-000005,us-east,us-east,us-east,local,false,30.609,200,us-east,115.349,634.422,84.62,fallback-lowest-latency
2026-02-25T04:51:07Z,baseline_no_carbon_balanced,req-000006,us-east,us-east,us-east,local,false,24.680,200,us-east,115.349,634.422,84.62,fallback-lowest-latency
2026-02-25T04:51:07Z,baseline_no_carbon_balanced,req-000007,us-east,us-east,us-east,local,false,24.996,200,us-east,115.349,634.422,84.62,fallback-lowest-latency
2026-02-25T04:51:07Z,baseline_no_carbon_balanced,req-000008,us-east,us-east,us-east,local,false,31.855,200,us-east,115.349,634.422,84.62,fallback-lowest-latency
2026-02-25T04:51:07Z,baseline_no_carbon_balanced,req-000009,us-east,us-east,us-east,local,false,24.851,200,us-east,115.349,634.422,84.62,fallback-lowest-latency
2026-02-25T04:51:07Z,baseline_no_carbon_balanced,req-000010,us-east,us-east,us-east,local,false,25.612,200,us-east,115.349,634.422,84.62,fallback-lowest-latency
2026-02-25T04:51:07Z,baseline_no_carbon_balanced,req-000011,us-east,us-east,us-east,local,false,27.101,200,us-east,115.349,634.422,84.62,fallback-lowest-latency
2026-02-25T04:51:07Z,baseline_no_carbon_balanced,req-000012,us-east,us-east,us-east,local,false,27.201,200,us-east,115.349,634.422,84.62,fallback-lowest-latency
2026-02-25T04:51:07Z,baseline_no_carbon_balanced,req-000013,us-east,us-east,us-east,local,false,26.907,200,us-east,115.349,634.422,84.62,fallback-lowest-latency
