timestamp_utc,scenario,request_id,request_region,routing_input_region,selected_zone_region,route_relation,cross_region_reroute,latency_ms,http_code,selected_zone,selected_carbon_intensity_g_per_kwh,carbon_saved_vs_worst_g_per_kwh,carbon_saved_vs_worst_percent,decision_reason
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000001,us-east,us-east,us-east,local,false,29.018,200,us-east,120.000,660.000,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000002,us-east,us-east,us-east,local,false,28.967,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000003,us-east,us-east,us-east,local,false,29.122,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000004,us-east,us-east,us-east,local,false,30.795,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000005,us-east,us-east,us-east,local,false,24.517,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000006,us-east,us-east,us-east,local,false,26.672,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000007,us-east,us-east,us-east,local,false,23.664,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000008,us-east,us-east,us-east,local,false,29.925,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000009,us-east,us-east,us-east,local,false,24.539,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000010,us-east,us-east,us-east,local,false,26.629,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000011,us-east,us-east,us-east,local,false,29.705,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000012,us-east,us-east,us-east,local,false,27.670,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000013,us-east,us-east,us-east,local,false,30.907,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000014,us-east,us-east,us-east,local,false,24.377,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000015,us-east,us-east,us-east,local,false,27.518,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000016,us-east,us-east,us-east,local,false,25.189,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000017,us-east,us-east,us-east,local,false,25.665,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000018,us-east,us-east,us-east,local,false,23.687,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000019,us-east,us-east,us-east,local,false,26.474,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:00Z,baseline_no_carbon_balanced,req-000020,us-east,us-east,us-east,local,false,30.221,200,us-east,114.115,627.635,84.62,fallback-lowest-latency
2026-02-25T05:01:01Z,baseline_no_carbon_balanced,req-000021,us-west,us-west,us-west,local,false,47.253,200,us-west,741.750,0.000,0.00,fallback-lowest-latency
2026-02-25T05:01:01Z,baseline_no_carbon_balanced,req-000022,us-west,us-west,us-west,local,false,54.607,200,us-west,741.750,0.000,0.00,fallback-lowest-latency
2026-02-25T05:01:01Z,baseline_no_carbon_balanced,req-000023,us-west,us-west,us-west,local,false,48.566,200,us-west,741.750,0.000,0.00,fallback-lowest-latency
2026-02-25T05:01:01Z,baseline_no_carbon_balanced,req-000024,us-west,us-west,us-west,local,false,51.323,200,us-west,741.750,0.000,0.00,fallback-lowest-latency
2026-02-25T05:01:01Z,baseline_no_carbon_balanced,req-000025,us-west,us-west,us-west,local,false,47.456,200,us-west,741.750,0.000,0.00,fallback-lowest-latency
2026-02-25T05:01:01Z,baseline_no_carbon_balanced,req-000026,us-west,us-west,us-west,local,false,47.663,200,us-west,741.750,0.000,0.00,fallback-lowest-latency
2026-02-25T05:01:01Z,baseline_no_carbon_balanced,req-000027,us-west,us-west,us-west,local,false,44.187,200,us-west,741.750,0.000,0.00,fallback-lowest-latency
2026-02-25T05:01:01Z,baseline_no_carbon_balanced,req-000028,us-west,us-west,us-west,local,false,41.752,200,us-west,741.750,0.000,0.00,fallback-lowest-latency
2026-02-25T05:01:01Z,baseline_no_carbon_balanced,req-000029,us-west,us-west,us-west,local,false,44.868,200,us-west,741.750,0.000,0.00,fallback-lowest-latency
2026-02-25T05:01:01Z,baseline_no_carbon_balanced,req-000030,us-west,us-west,us-west,local,false,55.229,200,us-west,741.750,0.000,0.00,fallback-lowest-latency
2026-02-25T05:01:01Z,baseline_no_carbon_balanced,req-000031,us-west,us-west,us-west,local,false,42.344,200,us-west,741.750,0.000,0.00,fallback-lowest-latency
2026-02-25T05:01:01Z,baseline_no_carbon_balanced,req-000032,us-west,us-west,us-west,local,false,50.947,200,us-west,741.750,0.000,0.00,fallback-lowest-latency
2026-02-25T05:01:01Z,baseline_no_carbon_balanced,req-000033,us-west,us-west,us-west,local,false,41.254,200,us-west,741.750,0.000,0.00,fallback-lowest-latency
2026-02-25T05:01:01Z,baseline_no_carbon_balanced,req-000034,us-west,us-west,us-west,local,false,40.345,200,us-west,741.750,0.000,0.00,fallback-lowest-latency
2026-02-25T05:01:01Z,baseline_no_carbon_balanced,req-000035,us-west,us-west,us-west,local,false,41.285,200,us-west,741.750,0.000,0.00,fallback-lowest-latency
2026-02-25T05:01:01Z,baseline_no_carbon_balanced,req-000036,us-west,us-west,us-west,local,false,46.095,200,us-west,741.750,0.000,0.00,fallback-lowest-latency
