timestamp_utc,scenario,request_id,request_region,routing_input_region,selected_zone_region,route_relation,cross_region_reroute,latency_ms,http_code,selected_zone,selected_carbon_intensity_g_per_kwh,carbon_saved_vs_worst_g_per_kwh,carbon_saved_vs_worst_percent,decision_reason
2026-02-25T03:55:43Z,baseline_no_carbon_balanced,req-000001,us-east,us-east,us-east,local,false,29.771,200,us-east,430.000,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:43Z,baseline_no_carbon_balanced,req-000002,us-east,us-east,us-east,local,false,23.907,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:43Z,baseline_no_carbon_balanced,req-000003,us-east,us-east,us-east,local,false,32.072,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:43Z,baseline_no_carbon_balanced,req-000004,us-east,us-east,us-east,local,false,32.433,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:43Z,baseline_no_carbon_balanced,req-000005,us-east,us-east,us-east,local,false,29.511,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:43Z,baseline_no_carbon_balanced,req-000006,us-east,us-east,us-east,local,false,29.654,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:43Z,baseline_no_carbon_balanced,req-000007,us-east,us-east,us-east,local,false,33.678,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:43Z,baseline_no_carbon_balanced,req-000008,us-east,us-east,us-east,local,false,26.811,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:43Z,baseline_no_carbon_balanced,req-000009,us-east,us-east,us-east,local,false,29.211,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:43Z,baseline_no_carbon_balanced,req-000010,us-east,us-east,us-east,local,false,35.096,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000011,us-east,us-east,us-east,local,false,23.534,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000012,us-east,us-east,us-east,local,false,33.748,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000013,us-east,us-east,us-east,local,false,34.003,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000014,us-east,us-east,us-east,local,false,31.626,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000015,us-east,us-east,us-east,local,false,24.648,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000016,us-east,us-east,us-east,local,false,31.938,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000017,us-east,us-east,us-east,local,false,30.625,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000018,us-east,us-east,us-east,local,false,33.449,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000019,us-east,us-east,us-east,local,false,31.399,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000020,us-east,us-east,us-east,local,false,33.689,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000021,us-east,us-east,us-east,local,false,31.648,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000022,us-east,us-east,us-east,local,false,36.232,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000023,us-east,us-east,us-east,local,false,26.152,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000024,us-east,us-east,us-east,local,false,29.043,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000025,us-east,us-east,us-east,local,false,27.753,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000026,us-east,us-east,us-east,local,false,32.881,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000027,us-east,us-east,us-east,local,false,36.634,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000028,us-east,us-east,us-east,local,false,26.222,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000029,us-east,us-east,us-east,local,false,36.621,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000030,us-east,us-east,us-east,local,false,29.092,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000031,us-east,us-east,us-east,local,false,30.580,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000032,us-east,us-east,us-east,local,false,24.019,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000033,us-east,us-east,us-east,local,false,28.404,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000034,us-east,us-east,us-east,local,false,34.817,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000035,us-east,us-east,us-east,local,false,30.297,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000036,us-east,us-east,us-east,local,false,30.251,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000037,us-east,us-east,us-east,local,false,34.229,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000038,us-east,us-east,us-east,local,false,24.293,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000039,us-east,us-east,us-east,local,false,30.044,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000040,us-east,us-east,us-east,local,false,33.680,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000041,us-east,us-east,us-east,local,false,24.058,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:44Z,baseline_no_carbon_balanced,req-000042,us-east,us-east,us-east,local,false,26.823,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000043,us-east,us-east,us-east,local,false,28.913,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000044,us-east,us-east,us-east,local,false,29.145,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000045,us-east,us-east,us-east,local,false,31.827,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000046,us-east,us-east,us-east,local,false,29.499,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000047,us-east,us-east,us-east,local,false,27.783,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000048,us-east,us-east,us-east,local,false,29.591,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000049,us-east,us-east,us-east,local,false,31.568,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000050,us-east,us-east,us-east,local,false,29.480,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000051,us-east,us-east,us-east,local,false,33.005,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000052,us-east,us-east,us-east,local,false,33.560,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000053,us-east,us-east,us-east,local,false,30.384,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000054,us-east,us-east,us-east,local,false,23.786,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000055,us-east,us-east,us-east,local,false,31.723,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000056,us-east,us-east,us-east,local,false,29.779,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000057,us-east,us-east,us-east,local,false,22.755,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000058,us-east,us-east,us-east,local,false,21.117,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000059,us-east,us-east,us-east,local,false,20.450,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000060,us-east,us-east,us-east,local,false,28.309,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000061,us-east,us-east,us-east,local,false,28.127,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000062,us-east,us-east,us-east,local,false,28.242,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000063,us-east,us-east,us-east,local,false,32.392,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000064,us-east,us-east,us-east,local,false,34.294,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000065,us-east,us-east,us-east,local,false,27.870,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000066,us-east,us-east,us-east,local,false,31.343,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000067,us-east,us-east,us-east,local,false,26.795,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000068,us-east,us-east,us-east,local,false,31.935,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000069,us-east,us-east,us-east,local,false,27.207,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000070,us-east,us-east,us-east,local,false,28.701,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000071,us-east,us-east,us-east,local,false,29.873,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000072,us-east,us-east,us-east,local,false,30.484,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000073,us-east,us-east,us-east,local,false,32.971,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000074,us-east,us-east,us-east,local,false,27.596,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000075,us-east,us-east,us-east,local,false,30.570,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000076,us-east,us-east,us-east,local,false,28.384,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:45Z,baseline_no_carbon_balanced,req-000077,us-east,us-east,us-east,local,false,26.665,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000078,us-east,us-east,us-east,local,false,35.512,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000079,us-east,us-east,us-east,local,false,30.738,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000080,us-east,us-east,us-east,local,false,33.769,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000081,us-east,us-east,us-east,local,false,26.076,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000082,us-east,us-east,us-east,local,false,26.846,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000083,us-east,us-east,us-east,local,false,24.687,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000084,us-east,us-east,us-east,local,false,35.102,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000085,us-east,us-east,us-east,local,false,32.912,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000086,us-east,us-east,us-east,local,false,28.929,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000087,us-east,us-east,us-east,local,false,33.688,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000088,us-east,us-east,us-east,local,false,31.120,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000089,us-east,us-east,us-east,local,false,25.074,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000090,us-east,us-east,us-east,local,false,24.549,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000091,us-east,us-east,us-east,local,false,26.223,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000092,us-east,us-east,us-east,local,false,31.796,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000093,us-east,us-east,us-east,local,false,25.515,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000094,us-east,us-east,us-east,local,false,26.600,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000095,us-east,us-east,us-east,local,false,35.168,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000096,us-east,us-east,us-east,local,false,29.843,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000097,us-east,us-east,us-east,local,false,36.562,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000098,us-east,us-east,us-east,local,false,27.834,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000099,us-east,us-east,us-east,local,false,35.176,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000100,us-east,us-east,us-east,local,false,26.953,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000101,us-east,us-east,us-east,local,false,30.248,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000102,us-east,us-east,us-east,local,false,33.620,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000103,us-east,us-east,us-east,local,false,26.281,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
2026-02-25T03:55:46Z,baseline_no_carbon_balanced,req-000104,us-east,us-east,us-east,local,false,25.136,200,us-east,398.611,0.000,0.00,fallback-lowest-latency
