timestamp_utc,scenario,request_region,selected_region,cross_region_reroute,latency_ms,http_code,selected_carbon_intensity_g_per_kwh,zone_carbon_intensity_g_per_kwh,eligible_zone_carbon_intensity_g_per_kwh,zone_filter_reasons,carbon_saved_vs_worst_g_per_kwh,carbon_saved_vs_worst_percent,decision_reason
2026-02-26T03:42:15Z,carbon_first,us-east,us-west,true,44.010,200,300.000,us-west:300.000;us-east:430.000,us-west:300.000;us-east:430.000,us-west:eligible;us-east:eligible,130.000,30.23,score-win
2026-02-26T03:42:15Z,carbon_first,us-east,us-west,true,42.490,200,323.700,us-west:323.700;us-east:463.970,us-west:323.700;us-east:463.970,us-west:eligible;us-east:eligible,140.270,30.23,score-win
2026-02-26T03:42:15Z,carbon_first,us-east,us-west,true,43.334,200,323.700,us-west:323.700;us-east:463.970,us-west:323.700;us-east:463.970,us-west:eligible;us-east:eligible,140.270,30.23,score-win
2026-02-26T03:42:15Z,carbon_first,us-east,us-west,true,46.962,200,323.700,us-west:323.700;us-east:463.970,us-west:323.700;us-east:463.970,us-west:eligible;us-east:eligible,140.270,30.23,score-win
2026-02-26T03:42:15Z,carbon_first,us-east,us-west,true,40.297,200,323.700,us-west:323.700;us-east:463.970,us-west:323.700;us-east:463.970,us-west:eligible;us-east:eligible,140.270,30.23,score-win
2026-02-26T03:42:15Z,carbon_first,us-east,us-west,true,48.494,200,323.700,us-west:323.700;us-east:463.970,us-west:323.700;us-east:463.970,us-west:eligible;us-east:eligible,140.270,30.23,score-win
2026-02-26T03:42:15Z,carbon_first,us-east,us-west,true,51.195,200,323.700,us-west:323.700;us-east:463.970,us-west:323.700;us-east:463.970,us-west:eligible;us-east:eligible,140.270,30.23,score-win
2026-02-26T03:42:15Z,carbon_first,us-east,us-west,true,51.785,200,323.700,us-west:323.700;us-east:463.970,us-west:323.700;us-east:463.970,us-west:eligible;us-east:eligible,140.270,30.23,score-win
2026-02-26T03:42:15Z,carbon_first,us-east,us-west,true,44.258,200,323.700,us-west:323.700;us-east:463.970,us-west:323.700;us-east:463.970,us-west:eligible;us-east:eligible,140.270,30.23,score-win
2026-02-26T03:42:15Z,carbon_first,us-east,us-west,true,44.831,200,323.700,us-west:323.700;us-east:463.970,us-west:323.700;us-east:463.970,us-west:eligible;us-east:eligible,140.270,30.23,score-win
2026-02-26T03:42:15Z,carbon_first,us-east,us-west,true,49.283,200,323.700,us-west:323.700;us-east:463.970,us-west:323.700;us-east:463.970,us-west:eligible;us-east:eligible,140.270,30.23,score-win
2026-02-26T03:42:15Z,carbon_first,us-east,us-west,true,42.307,200,323.700,us-west:323.700;us-east:463.970,us-west:323.700;us-east:463.970,us-west:eligible;us-east:eligible,140.270,30.23,score-win
2026-02-26T03:42:15Z,carbon_first,us-east,us-west,true,50.590,200,323.700,us-west:323.700;us-east:463.970,us-west:323.700;us-east:463.970,us-west:eligible;us-east:eligible,140.270,30.23,score-win
2026-02-26T03:42:15Z,carbon_first,us-east,us-west,true,46.030,200,323.700,us-west:323.700;us-east:463.970,us-west:323.700;us-east:463.970,us-west:eligible;us-east:eligible,140.270,30.23,score-win
2026-02-26T03:42:15Z,carbon_first,us-east,us-west,true,45.409,200,323.700,us-west:323.700;us-east:463.970,us-west:323.700;us-east:463.970,us-west:eligible;us-east:eligible,140.270,30.23,score-win
2026-02-26T03:42:15Z,carbon_first,us-east,us-west,true,53.172,200,323.700,us-west:323.700;us-east:463.970,us-west:323.700;us-east:463.970,us-west:eligible;us-east:eligible,140.270,30.23,score-win
2026-02-26T03:42:16Z,carbon_first,us-east,us-west,true,51.394,200,323.700,us-west:323.700;us-east:463.970,us-west:323.700;us-east:463.970,us-west:eligible;us-east:eligible,140.270,30.23,score-win
2026-02-26T03:42:16Z,carbon_first,us-east,us-west,true,76.692,200,323.700,us-west:323.700;us-east:463.970,us-west:323.700;us-east:463.970,us-west:eligible;us-east:eligible,140.270,30.23,score-win
